id,p_s,path,subject_id,text
501,"(['Occupation', 'Market-oriented skilled agricultural workers'], '<http://data.europa.eu/esco/isco/C61>')","['Occupation', 'Market-oriented skilled agricultural workers']",<http://data.europa.eu/esco/isco/C61>,Occupation Market-oriented skilled agricultural workers
502,"(['Occupation', 'Market-oriented skilled forestry, fishery and hunting workers'], '<http://data.europa.eu/esco/isco/C62>')","['Occupation', 'Market-oriented skilled forestry, fishery and hunting workers']",<http://data.europa.eu/esco/isco/C62>,"Occupation Market-oriented skilled forestry, fishery and hunting workers"
503,"(['Occupation', 'Subsistence farmers, fishers, hunters and gatherers'], '<http://data.europa.eu/esco/isco/C63>')","['Occupation', 'Subsistence farmers, fishers, hunters and gatherers']",<http://data.europa.eu/esco/isco/C63>,"Occupation Subsistence farmers, fishers, hunters and gatherers"
504,"(['Occupation', 'Craft and related trades workers'], '<http://data.europa.eu/esco/isco/C7>')","['Occupation', 'Craft and related trades workers']",<http://data.europa.eu/esco/isco/C7>,Occupation Craft and related trades workers
505,"(['Occupation', 'Building and related trades workers, excluding electricians'], '<http://data.europa.eu/esco/isco/C71>')","['Occupation', 'Building and related trades workers, excluding electricians']",<http://data.europa.eu/esco/isco/C71>,"Occupation Building and related trades workers, excluding electricians"
506,"(['Occupation', 'Metal, machinery and related trades workers'], '<http://data.europa.eu/esco/isco/C72>')","['Occupation', 'Metal, machinery and related trades workers']",<http://data.europa.eu/esco/isco/C72>,"Occupation Metal, machinery and related trades workers"
507,"(['Occupation', 'Handicraft and printing workers'], '<http://data.europa.eu/esco/isco/C73>')","['Occupation', 'Handicraft and printing workers']",<http://data.europa.eu/esco/isco/C73>,Occupation Handicraft and printing workers
508,"(['Occupation', 'Electrical and electronic trades workers'], '<http://data.europa.eu/esco/isco/C74>')","['Occupation', 'Electrical and electronic trades workers']",<http://data.europa.eu/esco/isco/C74>,Occupation Electrical and electronic trades workers
509,"(['Occupation', 'Food processing, wood working, garment and other craft and related trades workers'], '<http://data.europa.eu/esco/isco/C75>')","['Occupation', 'Food processing, wood working, garment and other craft and related trades workers']",<http://data.europa.eu/esco/isco/C75>,"Occupation Food processing, wood working, garment and other craft and related trades workers"
510,"(['Occupation', 'Plant and machine operators and assemblers'], '<http://data.europa.eu/esco/isco/C8>')","['Occupation', 'Plant and machine operators and assemblers']",<http://data.europa.eu/esco/isco/C8>,Occupation Plant and machine operators and assemblers
511,"(['Occupation', 'Stationary plant and machine operators'], '<http://data.europa.eu/esco/isco/C81>')","['Occupation', 'Stationary plant and machine operators']",<http://data.europa.eu/esco/isco/C81>,Occupation Stationary plant and machine operators
512,"(['Occupation', 'Assemblers'], '<http://data.europa.eu/esco/isco/C82>')","['Occupation', 'Assemblers']",<http://data.europa.eu/esco/isco/C82>,Occupation Assemblers
513,"(['Occupation', 'Drivers and mobile plant operators'], '<http://data.europa.eu/esco/isco/C83>')","['Occupation', 'Drivers and mobile plant operators']",<http://data.europa.eu/esco/isco/C83>,Occupation Drivers and mobile plant operators
514,"(['Occupation', 'Elementary occupations'], '<http://data.europa.eu/esco/isco/C9>')","['Occupation', 'Elementary occupations']",<http://data.europa.eu/esco/isco/C9>,Occupation Elementary occupations
515,"(['Occupation', 'Cleaners and helpers'], '<http://data.europa.eu/esco/isco/C91>')","['Occupation', 'Cleaners and helpers']",<http://data.europa.eu/esco/isco/C91>,Occupation Cleaners and helpers
516,"(['Occupation', 'Agricultural, forestry and fishery labourers'], '<http://data.europa.eu/esco/isco/C92>')","['Occupation', 'Agricultural, forestry and fishery labourers']",<http://data.europa.eu/esco/isco/C92>,"Occupation Agricultural, forestry and fishery labourers"
517,"(['Occupation', 'Labourers in mining, construction, manufacturing and transport'], '<http://data.europa.eu/esco/isco/C93>')","['Occupation', 'Labourers in mining, construction, manufacturing and transport']",<http://data.europa.eu/esco/isco/C93>,"Occupation Labourers in mining, construction, manufacturing and transport"
518,"(['Occupation', 'Food preparation assistants'], '<http://data.europa.eu/esco/isco/C94>')","['Occupation', 'Food preparation assistants']",<http://data.europa.eu/esco/isco/C94>,Occupation Food preparation assistants
519,"(['Occupation', 'Street and related sales and service workers'], '<http://data.europa.eu/esco/isco/C95>')","['Occupation', 'Street and related sales and service workers']",<http://data.europa.eu/esco/isco/C95>,Occupation Street and related sales and service workers
520,"(['Occupation', 'Refuse workers and other elementary workers'], '<http://data.europa.eu/esco/isco/C96>')","['Occupation', 'Refuse workers and other elementary workers']",<http://data.europa.eu/esco/isco/C96>,Occupation Refuse workers and other elementary workers
521,"(['Oligoclonal Bands', 'oligoclonalBandsNumber'], '<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsNumber>')","['Oligoclonal Bands', 'oligoclonalBandsNumber']",<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsNumber>,Oligoclonal Bands oligoclonalBandsNumber
522,"(['Oligoclonal Bands', 'oligoclonalBandsPresence'], '<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsPresence>')","['Oligoclonal Bands', 'oligoclonalBandsPresence']",<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsPresence>,Oligoclonal Bands oligoclonalBandsPresence
523,"(['Oligoclonal Bands', 'oligoclonalBandsType'], '<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsType>')","['Oligoclonal Bands', 'oligoclonalBandsType']",<https://w3id.org/brainteaser/ontology/schema/oligoclonalBandsType>,Oligoclonal Bands oligoclonalBandsType
524,"(['PharmacologicSubstance', 'Alimentary Tract and Metabolism'], '<http://purl.bioontology.org/ontology/UATC/A>')","['PharmacologicSubstance', 'Alimentary Tract and Metabolism']",<http://purl.bioontology.org/ontology/UATC/A>,PharmacologicSubstance Alimentary Tract and Metabolism
525,"(['PharmacologicSubstance', 'Stomatological Preparations'], '<http://purl.bioontology.org/ontology/UATC/A01>')","['PharmacologicSubstance', 'Stomatological Preparations']",<http://purl.bioontology.org/ontology/UATC/A01>,PharmacologicSubstance Stomatological Preparations
526,"(['PharmacologicSubstance', 'Drugs for Acid Related Disorders'], '<http://purl.bioontology.org/ontology/UATC/A02>')","['PharmacologicSubstance', 'Drugs for Acid Related Disorders']",<http://purl.bioontology.org/ontology/UATC/A02>,PharmacologicSubstance Drugs for Acid Related Disorders
527,"(['PharmacologicSubstance', 'Malgradate'], '<http://purl.bioontology.org/ontology/UATC/A02AD02>')","['PharmacologicSubstance', 'Malgradate']",<http://purl.bioontology.org/ontology/UATC/A02AD02>,PharmacologicSubstance Malgradate
528,"(['PharmacologicSubstance', 'Pantoprazole'], '<http://purl.bioontology.org/ontology/UATC/A02BC02>')","['PharmacologicSubstance', 'Pantoprazole']",<http://purl.bioontology.org/ontology/UATC/A02BC02>,PharmacologicSubstance Pantoprazole
529,"(['PharmacologicSubstance', 'Esomeprazole'], '<http://purl.bioontology.org/ontology/UATC/A02BC05>')","['PharmacologicSubstance', 'Esomeprazole']",<http://purl.bioontology.org/ontology/UATC/A02BC05>,PharmacologicSubstance Esomeprazole
530,"(['PharmacologicSubstance', 'Proglumide'], '<http://purl.bioontology.org/ontology/UATC/A02BX06>')","['PharmacologicSubstance', 'Proglumide']",<http://purl.bioontology.org/ontology/UATC/A02BX06>,PharmacologicSubstance Proglumide
531,"(['PharmacologicSubstance', 'Drugs for Functional Gastrointestinal Disorders'], '<http://purl.bioontology.org/ontology/UATC/A03>')","['PharmacologicSubstance', 'Drugs for Functional Gastrointestinal Disorders']",<http://purl.bioontology.org/ontology/UATC/A03>,PharmacologicSubstance Drugs for Functional Gastrointestinal Disorders
532,"(['PharmacologicSubstance', 'Domperidone'], '<http://purl.bioontology.org/ontology/UATC/A03FA03>')","['PharmacologicSubstance', 'Domperidone']",<http://purl.bioontology.org/ontology/UATC/A03FA03>,PharmacologicSubstance Domperidone
533,"(['PharmacologicSubstance', 'Antiemetics and Antinauseants'], '<http://purl.bioontology.org/ontology/UATC/A04>')","['PharmacologicSubstance', 'Antiemetics and Antinauseants']",<http://purl.bioontology.org/ontology/UATC/A04>,PharmacologicSubstance Antiemetics and Antinauseants
534,"(['PharmacologicSubstance', 'Bile and Liver Therapy Drugs'], '<http://purl.bioontology.org/ontology/UATC/A05>')","['PharmacologicSubstance', 'Bile and Liver Therapy Drugs']",<http://purl.bioontology.org/ontology/UATC/A05>,PharmacologicSubstance Bile and Liver Therapy Drugs
535,"(['PharmacologicSubstance', 'Bile Therapy'], '<http://purl.bioontology.org/ontology/UATC/A05A>')","['PharmacologicSubstance', 'Bile Therapy']",<http://purl.bioontology.org/ontology/UATC/A05A>,PharmacologicSubstance Bile Therapy
536,"(['PharmacologicSubstance', 'Ursodeoxycholic Acid'], '<http://purl.bioontology.org/ontology/UATC/A05AA02>')","['PharmacologicSubstance', 'Ursodeoxycholic Acid']",<http://purl.bioontology.org/ontology/UATC/A05AA02>,PharmacologicSubstance Ursodeoxycholic Acid
537,"(['PharmacologicSubstance', 'Liver Therapy, Lipotropics'], '<http://purl.bioontology.org/ontology/UATC/A05B>')","['PharmacologicSubstance', 'Liver Therapy, Lipotropics']",<http://purl.bioontology.org/ontology/UATC/A05B>,"PharmacologicSubstance Liver Therapy, Lipotropics"
538,"(['PharmacologicSubstance', 'Drugs for Bile Therapy and Lipotropics in Combination'], '<http://purl.bioontology.org/ontology/UATC/A05C>')","['PharmacologicSubstance', 'Drugs for Bile Therapy and Lipotropics in Combination']",<http://purl.bioontology.org/ontology/UATC/A05C>,PharmacologicSubstance Drugs for Bile Therapy and Lipotropics in Combination
539,"(['PharmacologicSubstance', 'Drugs for Constipation'], '<http://purl.bioontology.org/ontology/UATC/A06>')","['PharmacologicSubstance', 'Drugs for Constipation']",<http://purl.bioontology.org/ontology/UATC/A06>,PharmacologicSubstance Drugs for Constipation
540,"(['PharmacologicSubstance', 'Lactulose'], '<http://purl.bioontology.org/ontology/UATC/A06AD11>')","['PharmacologicSubstance', 'Lactulose']",<http://purl.bioontology.org/ontology/UATC/A06AD11>,PharmacologicSubstance Lactulose
541,"(['PharmacologicSubstance', 'Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents'], '<http://purl.bioontology.org/ontology/UATC/A07>')","['PharmacologicSubstance', 'Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents']",<http://purl.bioontology.org/ontology/UATC/A07>,"PharmacologicSubstance Antidiarrheals, Intestinal Antiinflammatory/Antiinfective Agents"
542,"(['PharmacologicSubstance', 'Sulfasalazine'], '<http://purl.bioontology.org/ontology/UATC/A07EC01>')","['PharmacologicSubstance', 'Sulfasalazine']",<http://purl.bioontology.org/ontology/UATC/A07EC01>,PharmacologicSubstance Sulfasalazine
543,"(['PharmacologicSubstance', 'Mesalazine'], '<http://purl.bioontology.org/ontology/UATC/A07EC02>')","['PharmacologicSubstance', 'Mesalazine']",<http://purl.bioontology.org/ontology/UATC/A07EC02>,PharmacologicSubstance Mesalazine
544,"(['PharmacologicSubstance', 'Antiobesity Preparations, excl. Diet Products'], '<http://purl.bioontology.org/ontology/UATC/A08>')","['PharmacologicSubstance', 'Antiobesity Preparations, excl. Diet Products']",<http://purl.bioontology.org/ontology/UATC/A08>,"PharmacologicSubstance Antiobesity Preparations, excl. Diet Products"
545,"(['PharmacologicSubstance', 'Digestives, incl. Enzymes'], '<http://purl.bioontology.org/ontology/UATC/A09>')","['PharmacologicSubstance', 'Digestives, incl. Enzymes']",<http://purl.bioontology.org/ontology/UATC/A09>,"PharmacologicSubstance Digestives, incl. Enzymes"
546,"(['PharmacologicSubstance', 'Drugs Used in Diabetes'], '<http://purl.bioontology.org/ontology/UATC/A10>')","['PharmacologicSubstance', 'Drugs Used in Diabetes']",<http://purl.bioontology.org/ontology/UATC/A10>,PharmacologicSubstance Drugs Used in Diabetes
547,"(['PharmacologicSubstance', 'Insulins and Analogues'], '<http://purl.bioontology.org/ontology/UATC/A10A>')","['PharmacologicSubstance', 'Insulins and Analogues']",<http://purl.bioontology.org/ontology/UATC/A10A>,PharmacologicSubstance Insulins and Analogues
548,"(['PharmacologicSubstance', 'Insulin Lispro'], '<http://purl.bioontology.org/ontology/UATC/A10AB04>')","['PharmacologicSubstance', 'Insulin Lispro']",<http://purl.bioontology.org/ontology/UATC/A10AB04>,PharmacologicSubstance Insulin Lispro
549,"(['PharmacologicSubstance', 'Insulin Glargine'], '<http://purl.bioontology.org/ontology/UATC/A10AE04>')","['PharmacologicSubstance', 'Insulin Glargine']",<http://purl.bioontology.org/ontology/UATC/A10AE04>,PharmacologicSubstance Insulin Glargine
550,"(['PharmacologicSubstance', 'Metformin'], '<http://purl.bioontology.org/ontology/UATC/A10BA02>')","['PharmacologicSubstance', 'Metformin']",<http://purl.bioontology.org/ontology/UATC/A10BA02>,PharmacologicSubstance Metformin
551,"(['PharmacologicSubstance', 'Gliclazide'], '<http://purl.bioontology.org/ontology/UATC/A10BB09>')","['PharmacologicSubstance', 'Gliclazide']",<http://purl.bioontology.org/ontology/UATC/A10BB09>,PharmacologicSubstance Gliclazide
552,"(['PharmacologicSubstance', 'Glimepiride'], '<http://purl.bioontology.org/ontology/UATC/A10BB12>')","['PharmacologicSubstance', 'Glimepiride']",<http://purl.bioontology.org/ontology/UATC/A10BB12>,PharmacologicSubstance Glimepiride
553,"(['PharmacologicSubstance', 'Sitagliptin'], '<http://purl.bioontology.org/ontology/UATC/A10BH01>')","['PharmacologicSubstance', 'Sitagliptin']",<http://purl.bioontology.org/ontology/UATC/A10BH01>,PharmacologicSubstance Sitagliptin
554,"(['PharmacologicSubstance', 'Vitamins'], '<http://purl.bioontology.org/ontology/UATC/A11>')","['PharmacologicSubstance', 'Vitamins']",<http://purl.bioontology.org/ontology/UATC/A11>,PharmacologicSubstance Vitamins
555,"(['PharmacologicSubstance', 'Colecalciferol'], '<http://purl.bioontology.org/ontology/UATC/A11CC05>')","['PharmacologicSubstance', 'Colecalciferol']",<http://purl.bioontology.org/ontology/UATC/A11CC05>,PharmacologicSubstance Colecalciferol
556,"(['PharmacologicSubstance', 'Calcifediol'], '<http://purl.bioontology.org/ontology/UATC/A11CC06>')","['PharmacologicSubstance', 'Calcifediol']",<http://purl.bioontology.org/ontology/UATC/A11CC06>,PharmacologicSubstance Calcifediol
557,"(['PharmacologicSubstance', 'Biotin'], '<http://purl.bioontology.org/ontology/UATC/A11HA05>')","['PharmacologicSubstance', 'Biotin']",<http://purl.bioontology.org/ontology/UATC/A11HA05>,PharmacologicSubstance Biotin
558,"(['PharmacologicSubstance', 'Mineral Supplements'], '<http://purl.bioontology.org/ontology/UATC/A12>')","['PharmacologicSubstance', 'Mineral Supplements']",<http://purl.bioontology.org/ontology/UATC/A12>,PharmacologicSubstance Mineral Supplements
559,"(['PharmacologicSubstance', 'Calcium, Combinations with Vitamin D and/or Other Drugs'], '<http://purl.bioontology.org/ontology/UATC/A12AX>')","['PharmacologicSubstance', 'Calcium, Combinations with Vitamin D and/or Other Drugs']",<http://purl.bioontology.org/ontology/UATC/A12AX>,"PharmacologicSubstance Calcium, Combinations with Vitamin D and/or Other Drugs"
560,"(['PharmacologicSubstance', 'Tonics'], '<http://purl.bioontology.org/ontology/UATC/A13>')","['PharmacologicSubstance', 'Tonics']",<http://purl.bioontology.org/ontology/UATC/A13>,PharmacologicSubstance Tonics
561,"(['PharmacologicSubstance', 'Anabolic Agents for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/A14>')","['PharmacologicSubstance', 'Anabolic Agents for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/A14>,PharmacologicSubstance Anabolic Agents for Systemic Use
562,"(['PharmacologicSubstance', 'Appetite Stimulants'], '<http://purl.bioontology.org/ontology/UATC/A15>')","['PharmacologicSubstance', 'Appetite Stimulants']",<http://purl.bioontology.org/ontology/UATC/A15>,PharmacologicSubstance Appetite Stimulants
563,"(['PharmacologicSubstance', 'Other Alimentary Tract and Metabolism'], '<http://purl.bioontology.org/ontology/UATC/A16>')","['PharmacologicSubstance', 'Other Alimentary Tract and Metabolism']",<http://purl.bioontology.org/ontology/UATC/A16>,PharmacologicSubstance Other Alimentary Tract and Metabolism
